product_id,branch_id,product_name,category,stock_quantity,unit_price
2087,4,Baby,Clothing,99,218.61
1920,4,Long,Groceries,202,69.03
2925,4,Boy,Accessories,165,198.47
2746,4,Office,Electronics,345,66.61
9452,4,Light,Electronics,447,56.77
6395,4,Happen,Groceries,131,224.23
7354,4,Carry,Furniture,257,14.36
3262,4,Population,Groceries,47,24.35
1119,4,Economy,Furniture,342,192.33
5910,4,Up,Accessories,87,222.4
1746,4,Possible,Clothing,192,246.78
8953,4,Several,Groceries,110,96.84
2038,4,Source,Furniture,442,192.65
8902,4,Total,Accessories,263,241.77
5239,4,Entire,Furniture,147,284.55
9170,4,Contain,Groceries,481,65.97
3934,4,Down,Groceries,453,15.39
5819,4,Campaign,Electronics,345,27.39
5474,4,Shake,Electronics,293,181.56
4977,4,Last,Clothing,455,121.32
8698,4,Believe,Accessories,452,35.3
3026,4,Yard,Clothing,407,292.87
1548,4,Head,Clothing,169,21.48
3085,4,By,Groceries,496,124.66
2959,4,Century,Clothing,479,103.97
6240,4,Involve,Electronics,343,280.6
4807,4,We,Electronics,154,207.94
8793,4,Reveal,Accessories,256,288.65
7294,4,Human,Groceries,4,204.12
9630,4,Let,Clothing,452,17.0
8779,4,Western,Furniture,487,51.38
6073,4,Whether,Accessories,7,249.03
7676,4,Little,Furniture,289,80.53
9936,4,Industry,Electronics,104,213.76
4509,4,Yeah,Accessories,153,179.53
5002,4,Fire,Accessories,24,63.98
8057,4,Word,Groceries,180,135.46
5246,4,The,Electronics,361,208.34
6062,4,Look,Electronics,388,229.85
1631,4,Case,Furniture,422,155.2
8914,4,Newspaper,Furniture,416,73.07
9552,4,By,Furniture,459,54.0
2532,4,Show,Groceries,229,128.0
8825,4,Table,Furniture,4,90.63
7150,4,Thank,Groceries,60,241.97
1522,4,Section,Groceries,76,160.68
4119,4,Court,Furniture,454,228.29
4873,4,Show,Accessories,178,146.13
2108,4,Next,Accessories,451,30.16
8028,4,Recently,Groceries,289,293.84
8467,4,Minute,Electronics,443,30.21
1613,4,Pay,Accessories,147,294.99
3107,4,Simply,Groceries,364,210.11
3992,4,Risk,Accessories,261,97.23
6515,4,Enough,Accessories,23,200.8
3019,4,According,Accessories,310,170.53
5329,4,High,Clothing,208,28.53
7881,4,Face,Clothing,181,170.33
9211,4,Exactly,Groceries,217,219.64
2009,4,Value,Groceries,229,200.65
8813,4,Create,Furniture,78,45.36
7338,4,Left,Accessories,115,262.14
5684,4,Describe,Accessories,338,243.39
8941,4,Free,Clothing,303,124.77
9324,4,Tax,Groceries,94,53.87
6533,4,Do,Furniture,130,195.45
4334,4,Situation,Furniture,427,60.2
7138,4,Include,Electronics,323,96.23
2302,4,New,Furniture,310,104.82
2466,4,Must,Electronics,288,193.5
5580,4,Question,Clothing,326,218.51
1948,4,Morning,Groceries,401,125.73
2801,4,His,Furniture,111,134.16
2974,4,Matter,Electronics,317,133.05
3166,4,Technology,Electronics,141,195.96
8156,4,Throughout,Clothing,235,104.39
3060,4,Laugh,Accessories,424,150.67
6394,4,Change,Electronics,248,213.16
7925,4,Hold,Accessories,382,52.46
7559,4,Become,Furniture,292,273.85
4183,4,Design,Electronics,252,131.34
2860,4,Season,Groceries,377,224.52
6997,4,Play,Electronics,288,134.12
8504,4,Wall,Clothing,138,170.91
5770,4,Prove,Clothing,439,182.54
9800,4,Unit,Accessories,188,26.3
5992,4,Huge,Electronics,204,228.18
6314,4,Window,Furniture,110,33.69
8720,4,Quite,Clothing,98,189.21
8708,4,Campaign,Accessories,423,143.54
3657,4,Generation,Clothing,25,10.75
1737,4,Production,Accessories,482,174.02
7504,4,Water,Furniture,211,244.73
4449,4,Section,Accessories,39,200.09
3387,4,Almost,Clothing,282,154.76
3256,4,Economy,Furniture,289,277.58
6167,4,Whose,Accessories,158,265.56
8344,4,Drop,Accessories,365,72.87
6272,4,Either,Clothing,71,240.08
8432,4,Thousand,Furniture,451,13.31
5771,4,Feeling,Furniture,267,129.38
7488,4,Garden,Accessories,429,194.11
5415,4,Rule,Accessories,208,186.14
5372,4,Control,Electronics,124,211.27
1662,4,Us,Clothing,289,85.01
1629,4,Public,Accessories,155,242.73
7987,4,Agent,Furniture,332,183.79
7718,4,South,Electronics,314,103.15
9369,4,Nice,Clothing,378,118.77
7100,4,Soldier,Accessories,74,165.97
9077,4,Type,Accessories,445,286.04
5235,4,Line,Groceries,347,61.29
5249,4,Rise,Furniture,275,23.5
6836,4,Election,Accessories,126,134.92
1072,4,Then,Accessories,301,38.82
8873,4,Democratic,Groceries,167,37.94
2980,4,Rule,Furniture,226,176.31
6953,4,Issue,Electronics,98,120.63
6987,4,Notice,Accessories,173,280.76
1739,4,Husband,Groceries,451,130.0
2665,4,Conference,Clothing,213,68.92
8127,4,Fund,Clothing,453,114.57
6144,4,List,Accessories,443,87.26
7131,4,Product,Electronics,411,243.35
1497,4,Democrat,Accessories,122,94.16
2367,4,Congress,Furniture,24,257.57
6057,4,Language,Furniture,292,234.68
8777,4,Federal,Furniture,233,109.46
2305,4,Resource,Clothing,304,254.65
5787,4,Trip,Groceries,287,191.22
4205,4,Decide,Accessories,476,64.9
3807,4,Already,Furniture,467,78.83
2655,4,East,Electronics,265,109.43
1549,4,Movement,Groceries,347,29.62
9637,4,After,Electronics,163,113.18
8135,4,Event,Clothing,205,59.22
2790,4,Player,Furniture,77,238.77
8373,4,Plant,Groceries,456,111.41
8553,4,House,Accessories,239,197.62
8763,4,Team,Electronics,329,68.14
3240,4,Administration,Accessories,373,49.73
8947,4,Sure,Accessories,334,25.27
8607,4,Stop,Clothing,310,202.09
1477,4,Kid,Groceries,382,221.75
1715,4,Effort,Accessories,253,89.62
6976,4,Environmental,Accessories,142,133.03
9475,4,Particular,Furniture,473,282.9
3444,4,Plan,Furniture,162,84.91
6578,4,Might,Groceries,475,235.68
1061,4,Side,Electronics,255,187.69
7411,4,Land,Electronics,44,158.26
8790,4,Drop,Accessories,212,123.73
7784,4,Great,Furniture,276,35.32
5679,4,Why,Clothing,382,178.54
5957,4,Office,Furniture,303,237.57
7405,4,Generation,Electronics,211,223.66
7699,4,Budget,Electronics,489,76.19
9293,4,Final,Furniture,252,287.59
7262,4,Teach,Clothing,338,171.86
6622,4,Staff,Furniture,477,22.3
7463,4,Administration,Accessories,320,281.07
4745,4,Example,Electronics,382,154.57
8362,4,Wide,Groceries,424,118.99
9004,4,Music,Groceries,190,246.69
8635,4,How,Clothing,85,89.01
4349,4,Per,Groceries,139,110.68
3171,4,Mr,Accessories,393,286.09
8876,4,Explain,Groceries,426,82.02
5066,4,Without,Accessories,381,24.33
5261,4,How,Furniture,470,125.92
5812,4,Turn,Clothing,205,39.22
6221,4,Close,Electronics,421,175.01
2737,4,Him,Groceries,429,127.72
3100,4,Public,Groceries,111,292.95
1957,4,View,Furniture,84,250.7
8985,4,Single,Clothing,40,107.06
6948,4,Book,Groceries,493,280.54
2057,4,Team,Furniture,396,191.79
2384,4,South,Groceries,49,270.19
2273,4,Apply,Clothing,58,193.21
3745,4,Right,Groceries,396,99.17
8918,4,Need,Furniture,76,169.79
3019,4,Pay,Groceries,452,248.26
8847,4,Information,Accessories,284,170.75
5673,4,In,Electronics,130,166.14
8690,4,Statement,Groceries,150,63.41
2560,4,The,Accessories,69,163.2
6774,4,Including,Accessories,1,203.37
7601,4,This,Clothing,155,195.27
4490,4,Rule,Groceries,469,177.83
1026,4,Explain,Clothing,164,259.09
4276,4,Heart,Clothing,178,286.95
2487,4,Month,Furniture,80,154.06
2806,4,Wear,Clothing,218,273.84
9848,4,Do,Electronics,330,91.7
7584,4,Accept,Groceries,16,295.09
6843,4,Every,Groceries,308,82.49
3497,4,Memory,Clothing,209,61.15
8020,4,Thank,Clothing,301,32.7
6645,4,Issue,Accessories,13,198.22
