sale_id,branch_id,customer_id,product_id,quantity,price,date
089e2394-df65-4416-9578-5272014ff097,5,8190b13c-9e87-4683-acce-2c431e91b569,1048,9,392.23,2025-09-17
0698436a-bcf3-4cc5-8282-16de2be8974c,5,8ac08b5d-7f13-44d0-8462-ff53782e888e,1194,7,255.9,2025-09-18
1671f6db-3c73-405d-a3b6-1ef36559dcb9,5,75ffd41d-808c-49c6-990d-11441ca068ba,2337,10,12.18,2025-10-01
0840520f-57f9-4ab1-86b3-5981416b874d,5,4ac72ea1-a15e-4837-9a9f-6ec94063e6cc,2393,5,375.45,2025-10-10
c365e5c9-4d0b-482a-9c7c-d30e2732d8a0,5,dfdb8c0b-1d38-4d3c-a5cd-aa9c9ff30525,1730,10,11.79,2025-08-29
8680ca53-1cd1-4cba-96ef-def7cd82a864,5,ca882c39-82ec-4cc2-9c6d-a74a7941fea7,1430,9,477.42,2025-09-17
6e426072-ceb3-4fe5-8aed-ec5be3828773,5,6b37b763-f46e-44fd-a3b8-ee5432cb6e18,9453,10,490.1,2025-09-01
f5abd12e-62df-4b44-8cc7-1b4e4d81f774,5,1f200b1f-4765-49e8-8697-e9a42e1c098f,1502,7,98.22,2025-09-01
7d59adec-d3ba-44a0-a8d5-f06d8de2d173,5,67051abe-e201-4f71-8094-5499e0dfc98f,9225,5,128.42,2025-09-30
c8f76850-acab-4e4f-ab0c-cf0ad46d4547,5,f508e7d7-b1bf-42e1-a8be-cd884fe63b6e,3714,6,286.24,2025-08-30
11449d0f-42f5-4dc2-9c8f-2055f0204879,5,90272554-5a9a-44cd-9eaa-aa5086b2e492,4813,4,112.14,2025-10-25
c7170db3-5b80-4274-a307-ea66800d8001,5,be9d92af-026b-42ae-955d-e8d2a1ecc7d4,2895,1,121.55,2025-10-30
ac70d34c-8f61-45db-87cc-b9f07bd87400,5,18ba91d1-db0e-4499-b454-dae23a612258,2243,3,393.09,2025-09-02
8e8d55a4-ef1b-4155-976d-174b8f51497b,5,5d538e2e-8449-4c0a-891f-529dcdd5d590,5215,10,159.95,2025-08-29
fcbc987f-1d5f-4a8e-856f-a34dd8cd4916,5,79654565-fa80-4066-993e-5e21248cf326,9809,4,322.93,2025-10-27
75fe1c17-4b25-4a87-b506-b6ddb3280691,5,688a70ec-74d8-4147-8eec-e9f9d1d4d078,4333,6,107.31,2025-08-18
672e750d-1632-4a3a-928c-1fc5c48fb6e4,5,5ab1db41-ad16-4f34-944a-0a88c200db5b,1333,4,439.07,2025-10-31
34b1048d-ae4a-442a-bf3d-4113433cf3dd,5,43b619de-89ae-454f-b6bc-cd214875049e,9520,1,239.45,2025-10-04
27e955f1-da9f-4b51-aed8-212a94a8fb0f,5,a108bed9-c7b1-4f4b-8c38-42be0f6e1a24,1887,6,413.63,2025-10-08
e5806ff6-7938-46fd-894b-54120bbfd847,5,c6bc4e80-b6e9-485d-a7d4-c5707e175705,2908,9,306.03,2025-10-24
a035a81e-04ce-4176-91a8-2018ff92536e,5,f2e1edfd-46e1-4e84-8cdf-8f495c7e44a0,7863,6,382.45,2025-09-04
acd3d4ae-dd1d-4b61-8ff2-f83ddcaaa1e1,5,2babf27b-c033-4f1b-8f4e-50d42871204f,4362,8,75.23,2025-09-01
5cbce952-3db3-48c0-a618-9d5f591975fe,5,d043d6cd-550c-435f-a3fe-da4138e64a5b,9047,3,122.07,2025-09-30
259f04d6-3f1a-4133-a9dc-aed4b0f0218b,5,7b29bf1d-2514-4352-ad5c-6db624a6a094,8675,5,346.12,2025-09-19
98b7221c-e7ef-44d9-86bc-86b1215c81a8,5,3365cb10-68e7-4c29-b077-1945a6b54c05,9436,9,12.22,2025-08-11
dbc2734e-a3fa-48de-b713-b07e4cf13624,5,f57a540b-fbda-4243-ae1d-03aa746aa6b9,4802,10,89.33,2025-09-30
36e62faf-4565-4568-8a55-6dd8c328ab24,5,e037f5f6-10fb-4d3e-a195-28a3aa3b15df,5025,7,378.23,2025-10-24
2dae5f6f-7fa4-4bcf-8ec7-a888e24eb6cd,5,b356850c-2f10-4e50-9cbb-517e499fce72,7974,6,123.4,2025-10-24
e8f31021-dd78-4700-9fe6-913f1e024529,5,df80f3a5-9cb5-4450-b232-7a243da86c1a,8662,10,177.01,2025-08-29
4f8f18d5-9265-4065-b7b0-aec7536bf593,5,5365d01f-857d-4ec0-8a9a-3d51ef861ec7,5774,5,414.37,2025-09-09
bc289967-57fb-4168-a9f0-a6e114d88ce3,5,b9f1496a-f166-4afa-be3c-f0be31b44db9,3769,6,104.99,2025-09-27
b8849317-59ee-4276-a231-6f3e79b67e1c,5,e79f724d-093c-47d4-bd06-84904833bacc,1201,5,48.98,2025-10-05
c2857194-ae5a-4d60-a98a-caa7c9af3c6d,5,028386a7-4ed9-41e3-bf91-271e7fcd0c65,5108,4,397.64,2025-10-20
3d42e7a2-12fd-414c-bb53-5818b829f745,5,480bce82-fcca-4218-b325-731f71f03052,9870,6,155.47,2025-09-29
6c29d7b2-7222-44d6-af3a-27edb4d4350d,5,f175b5d2-5120-4548-8d73-a2cd1dcbdd83,7627,3,80.91,2025-09-23
7cf40de5-a8b1-4a90-a04a-0bf1f0274c18,5,9b73717b-17c2-418a-9dfd-0634df1c362d,5674,7,485.48,2025-09-07
afd3f5f9-1f8f-411d-a823-d6eb694f7de1,5,96680299-00aa-41f8-9918-b0ba097589be,4105,1,263.2,2025-09-02
bfe77a66-35fc-40a3-84fd-b104990f318b,5,fbc63a87-78a6-4913-bba8-7df90b53d150,9676,8,313.92,2025-10-11
00cd3428-d5a7-45e9-9583-80d14a1f2b34,5,a96f9323-36ac-4bf3-afd9-f98c0e8bfeda,1148,2,401.99,2025-11-04
64bc767c-74a9-4409-8694-ad3084f95fc2,5,63db4849-b4cb-41ff-a5c7-8ed2260df9f2,2973,6,124.85,2025-10-16
5dfe7550-1c12-40e6-8b18-869d8ff09433,5,968fd089-5822-4e0c-8bd6-39c7b72b98ff,5429,10,455.12,2025-08-22
f0b1b2e6-f745-4132-bcbc-20f0d8521a44,5,64650c80-9eed-4fd7-a014-4913349d9bcc,4812,7,29.05,2025-09-08
1afa2f7e-f8f8-4bc3-88e4-14de192ebed1,5,555272df-82bf-406f-adcf-79b446eac4e2,4573,8,54.94,2025-09-20
5a5a85d8-f6b6-4f86-9e24-51e75e8bc54e,5,f204ced5-d342-4a93-80b2-d3eb3ea35d3a,9066,3,122.31,2025-08-15
4989b569-519c-4596-93a7-fb61b0e3a44f,5,29fdc4fb-641b-45b4-a8ec-8bdfe4a95eaa,6810,2,317.44,2025-10-27
c9db6be0-e252-4925-be89-d7bf8c63e5f9,5,1a96e7a6-f937-4d73-8802-0d4dc148cc45,7743,2,190.31,2025-10-01
