sale_id,branch_id,customer_id,product_id,quantity,price,date
377b0ba8-9de2-4286-b4b0-c96b6cd2d4ef,1,edc01d21-43ee-468c-bb44-f53a13ccae3e,3910,6,347.93,2025-10-08
566f8ca1-cd60-49f3-baa2-df8aa9123847,1,4ebf70a0-f9fa-4bea-81e3-34b9e2b92e0e,4429,4,237.95,2025-10-12
eb6257df-6645-47c1-a756-4cd53592aed6,1,9b0ebdd5-0e28-492e-866b-2bd23339cd8d,7682,8,285.99,2025-10-20
74ceb707-87de-40f2-af08-e3371e130c2e,1,8fa287f3-081e-43e4-996d-57bb676d2959,2646,7,444.77,2025-09-09
340d0a2b-3952-4fc8-8a3a-57b7a89895f2,1,118aebe2-3923-4b10-b90c-cb6829bf4728,7934,10,112.89,2025-10-14
5a310a61-a194-4257-b17e-4cfc838e9e9a,1,b8ad00ec-ed06-480d-ba29-f284c501bac7,2410,7,409.75,2025-08-26
8dd90722-9936-4055-bb5f-8d96f99b7c97,1,d97bd901-7b8a-4d96-aa00-5d92e19369c5,5866,3,246.24,2025-09-22
aff083d0-97b5-4a84-be11-32cbda583e5b,1,fc8f7a75-3aeb-4fe0-b55a-c56b931a7400,8611,4,350.23,2025-10-10
51cd518a-27f1-4404-8705-54cc518965fe,1,850a3a07-6d34-401a-a8f5-d8560f5b26eb,9385,8,413.88,2025-09-27
f70de70d-3f56-4ff5-b8eb-a5136d0466a2,1,81b0d101-dbfa-43d8-a94b-fb0406d9f150,5190,9,333.71,2025-11-05
e6285249-3dd7-45b2-8244-52cd356e8e3a,1,65d0670b-4ba9-4992-b171-f55f4a9f1385,2890,4,31.0,2025-10-02
47fcaa33-9963-449d-bd3e-dd9e4cffe7ef,1,221e9a62-6644-4d72-90ff-1fa82024686b,5214,8,266.88,2025-09-14
5ec80dfe-67c6-4fb0-90c3-0aa27bb0b422,1,461a2622-29dc-413a-8647-5f99d765ee73,4755,1,154.66,2025-08-25
8c80ccc9-c25a-4394-8729-7d88e2116fb0,1,e1278117-4324-4b0c-b593-e036d11f83da,5022,1,498.25,2025-10-30
e690c32a-95ff-4b88-ab20-31804d51c909,1,14cbb9b4-d18f-4fdd-98b1-994407b06da3,7374,8,46.53,2025-10-04
6f1399d2-41c1-4dcb-9291-5b5c9e1b22d0,1,976c0cc8-0d61-42c1-b2aa-9a182250a9a9,9044,6,288.7,2025-09-07
d1725c07-ca2e-4855-8cdd-fc794d9792e8,1,bbb5e909-07df-4b0c-9d62-cbeb66f11d10,7986,6,52.08,2025-08-23
90bae088-701c-4741-a1f1-9fdf559d8b47,1,e66e6c02-ba17-4c7a-8c24-8a46454aa35a,5739,2,281.44,2025-10-14
2f22716d-8772-4b47-9d82-14b9b65c0401,1,055c0f88-c39a-4eb1-886b-17f970948111,2269,1,491.3,2025-10-03
0b4693e4-d9dc-4443-8c82-e9e744e26d86,1,4bdf21b5-1687-4e5f-9b41-c74c67448fc6,4957,5,125.19,2025-09-09
