sale_id,branch_id,customer_id,product_id,quantity,price,date
a1cbb61d-498d-45de-ba0e-fef53dcd5dc0,3,aac281a4-71a7-47a4-80fd-017d50e668a4,2788,7,418.67,2025-11-02
04dcdc68-ff5c-4e61-b725-49d2cbed485e,3,f8a16152-b0c2-4a54-90b6-ac29a4f7a99b,1261,2,132.5,2025-10-18
14b2085c-c7c9-4923-8b3f-860b509b5ea9,3,e7954d1c-ac9f-46e9-bcee-b422488930fa,6248,3,437.6,2025-09-01
7d067c36-5b78-41ea-85f5-0cb2f7de51f6,3,019405f4-0d53-4ab1-bdb5-61088681ba9d,9608,4,207.23,2025-10-05
ee787993-a54c-4ecc-968c-b2a9d7321d57,3,1e15764f-bd52-4d40-a882-249ea677ebdb,9430,6,253.18,2025-09-27
8ffd2830-4db2-4869-808a-f8e17c7da2f8,3,e8b76c1e-79ae-4839-88c8-ebc5497c176a,5872,1,209.58,2025-09-26
71d749e1-9bb1-45f0-9b3e-0488ee0dda9a,3,930da212-772e-4cee-b03b-4cf0be51b3f2,2718,10,388.99,2025-09-14
67f71f28-343d-42f3-a0b8-66214c191177,3,2e3a3949-c9da-4b5a-bbd0-844e7fdec2d8,3286,7,71.86,2025-08-31
9b536705-7750-42cb-b660-b47cb6674738,3,e9144bb5-cf88-44fa-9eb0-bb8816f56463,8497,1,157.77,2025-09-05
1320d03b-ae60-4540-9dad-28a5299a9447,3,bda1f84f-29ce-4fb8-97db-3ca32db90b4b,5456,7,205.78,2025-09-29
38343846-8413-48b3-9a27-be7b3bc22504,3,e6360332-c6e0-4856-a751-8540c91adcc7,1886,4,405.99,2025-08-31
678dfd8f-daeb-41a3-80d4-c129ae92253d,3,7aba6039-09f6-4e84-8228-2032ddc0ef48,7912,4,428.22,2025-10-29
59bf0f95-9e6d-4e91-a71a-ef17acc35ace,3,e1847f49-c31e-4390-b653-a2dcaa823c55,9526,1,448.48,2025-10-13
cada2097-6ac0-4894-9011-3c1d0aaad705,3,0244369c-6aff-44e4-8d6d-364a4ad4ac5d,4649,5,144.41,2025-09-07
51140fe5-0153-41e5-86fb-c2b74915f0f2,3,45c01c9b-dfb5-47bb-9af6-5832980ee7db,9442,2,186.77,2025-09-02
ede9f97a-66ba-4ecf-9bf1-0b88296a7da1,3,0f50d5bf-5990-47ff-9cde-e2bba26317b4,9596,8,391.48,2025-10-07
45814c8b-d7e5-4767-b499-6f3d72581b1b,3,f6155b66-97dd-448f-a31b-4d53c2b07619,6068,10,164.36,2025-09-29
316da4b0-73fc-47ea-8fc0-1cbd27c12ad5,3,ab585a28-baec-4c3e-b529-f5a2d5e7dd0f,5108,5,63.32,2025-10-05
284eba68-edf1-474d-8906-6838db856337,3,dc38a502-d73d-431f-a989-249dab24687c,6898,7,49.33,2025-09-19
9a17cb02-9263-4a31-aab7-ff0b8d19e845,3,a00d3a67-32be-4921-94b8-34069c4fe027,9605,1,195.76,2025-09-26
7379a2d7-8964-496c-8549-82a8b2884c6f,3,362fb068-5956-4053-a6ae-1c7535824e7a,2195,5,104.11,2025-09-14
defc07bd-90df-460a-95f0-2b9f5aa5a219,3,98aeeff7-486d-4ea7-9bf1-130480f5d5e2,8700,6,5.46,2025-10-07
a9e476d3-a50b-47ae-af6e-086e02ea8298,3,c53691bf-ebac-44e8-8e8f-0e2153977c4e,6676,9,9.32,2025-10-02
9b81705e-7f48-4029-a10e-f8e69b3b4b04,3,5a3cdbcd-9481-410d-a004-24e35cff992b,7798,5,342.98,2025-08-11
02b1e766-213d-4a79-b836-2180e8c68ec4,3,a77ad5dc-f15f-4a3f-a1ae-b6be673e1eb7,8887,6,392.11,2025-08-26
359da9a9-7a4e-47ee-bafe-368e3505d1f9,3,ee8048fb-16cf-4212-a184-dcc54fdd398a,8669,9,372.25,2025-09-05
ad2e0d03-c4a1-41a4-b220-874e2841bba0,3,3dc56907-9204-44ed-9ca1-905d30d4cbb0,2158,7,338.37,2025-08-22
dbb2c9f6-9212-4f99-bc66-f3f40581da07,3,b01ee2ea-9d97-4c5c-b675-3ee175287bbd,6724,6,262.0,2025-10-03
f5e944cc-3ca1-49bd-a28b-71d962101ae4,3,89c4afaa-03b6-4e4b-bd13-fd82e5219b39,5441,9,394.87,2025-09-24
d1817144-1cee-4972-830b-597e820a341a,3,2ee4eda9-1744-44d4-85d6-79f2c54bd9db,3666,10,348.6,2025-09-14
7e126c2b-4ca0-429d-8c7b-293db5e562a2,3,549a40b1-0ea5-47da-a28a-377e0fc675e0,9417,1,283.45,2025-08-15
b318071d-46fc-4101-95af-cf8708d4c29f,3,569bf20b-9527-4087-b747-4ad28bbfdc22,8272,5,127.24,2025-09-20
ffc90f7c-a3a5-42d7-9f78-fde257ec7ed5,3,57edbf04-cfb5-4bb0-a213-8d2a1c7f0190,4918,2,245.39,2025-10-05
76030fa4-e108-41bc-aca5-ce8dff72038a,3,fafbc835-ebcd-4f40-8c65-9805bbbe2f5b,3661,5,435.41,2025-10-26
7a029269-8e1c-438d-9a2c-44850891acf0,3,3262c098-71b1-4393-ab90-7c019e0f7409,4507,6,79.34,2025-08-28
b6179180-cec7-4d1f-8112-7d97e35fc364,3,30fe4fda-3a9b-441c-8267-1b6ed0f624a0,6381,4,206.21,2025-09-24
a8ec9bc5-0cdf-464e-8c53-7f19e35429ba,3,f837eeb4-d150-4c45-962e-2b26960f3d1c,1105,2,154.68,2025-09-24
9bc1916f-212f-43ac-b7ea-1b511442c3aa,3,1e312108-5725-42df-aac2-63153ccd4134,2135,1,48.04,2025-10-27
0ab1d07b-9ef2-43d2-97f0-f7d4f16caa9d,3,96b4bba3-3101-414f-8075-0be6a8e20acd,9532,7,14.04,2025-10-20
c2f15007-8a2f-416a-8fcb-3f33cf236d1b,3,e3438eae-3204-4579-8e53-620ec2efe145,5041,4,365.13,2025-09-13
24760c56-8d99-4e98-8957-c1bab9237407,3,26a3a4ed-1cdd-4216-ae66-27a9b4a4952a,7924,4,448.77,2025-09-06
6da5c364-688b-40e4-aed8-d1ce436ae1d4,3,aeca1eb5-92e0-46eb-8024-ee454ff1bac4,6087,7,411.8,2025-08-23
fbb9f88d-23b1-43d1-9b0d-86a076c47ec0,3,1ec352eb-4dfa-40bf-aca1-48dd703adc64,3420,7,177.3,2025-10-29
db89e58c-a8da-4d4d-9ce9-9cddab7f21bb,3,5c9f62ba-124f-4daa-9b21-aec2919a99ee,6700,2,496.89,2025-09-10
a6db0fab-d0c9-4191-bf16-a9b3a43b60b3,3,038fe571-7581-4f99-be22-dab9253faba1,4131,7,177.12,2025-08-25
95d9d848-f99b-4c52-ad61-87a6e9c06086,3,61373087-41fb-448e-81d3-5e023f18959f,1727,3,247.78,2025-08-23
f02fa2aa-30fe-427f-b650-d7b86e8f7539,3,211d27a8-c925-46bc-acd6-3a3982145f7d,8578,8,295.68,2025-10-25
32b8f4f3-f245-4d36-b0f2-50bbd194b12d,3,237b55ac-b20d-4073-b28b-c06d850b3d43,2308,3,82.72,2025-10-07
6a6aee6b-898b-48e4-8d97-2a0d4dcc6d6d,3,439af3a4-f01a-4159-aecf-310914f62a3e,6327,10,445.78,2025-09-21
3272d1bf-2415-48a7-bdea-0bb36ab7eda1,3,dca0fe56-6182-43c6-b1a6-998aa08c2e1d,1852,9,150.41,2025-09-12
d40e4558-258a-4213-aac2-8352233f0164,3,d632cdd0-434a-4a26-beaf-d55b38be0a41,4201,3,17.47,2025-11-04
65f701a5-abf4-459a-9678-7bf1d2779ef1,3,a325517e-1750-4f42-a644-ace4a6d7c844,4108,7,288.59,2025-08-15
4979c1a1-be7f-4d2d-bae0-e2fee47ba297,3,3d5290d4-4a8d-42a6-bb5b-7cf1291e916b,4603,9,419.39,2025-10-29
783e16db-d0f1-4365-af3b-96a0624425cb,3,296f1434-26f0-4aba-8f91-df1b6acd1c27,6667,5,225.71,2025-10-19
1dfaf779-b360-496b-8520-1eedd6d0865c,3,b99c6f9e-475f-4888-80d6-447ed4e3e6d7,6321,6,37.12,2025-11-03
9261f70c-778a-4ae0-bafc-0be6cf0ff08d,3,be8090d9-2e86-4dad-a4bb-f6796b4a11f8,2477,6,170.07,2025-10-28
28a56324-f4de-415c-9187-a4b3243da2f0,3,d44316a8-e0b8-44dc-b776-1eecdf3cdb5c,9857,5,211.4,2025-11-02
c14436e0-3957-4942-855b-53f2f147c972,3,0cb3f47a-c06a-4ded-b872-958129838fdc,3870,6,118.74,2025-08-12
fe7cd335-ef6e-4491-8c35-9bb4aca2799a,3,505e07c6-3a87-4660-8102-df31c014a26e,3159,7,192.08,2025-09-29
f9bc2a4e-7671-41e2-9828-f91bd7678489,3,70cebe13-220a-4ddf-93ee-59e066fcca25,8314,7,42.24,2025-09-14
a40f53ac-0320-4593-9ced-3d9b0deb17a4,3,adfdd9df-c74b-4fc6-ba00-666a316ca057,5998,1,356.79,2025-09-26
