sale_id,branch_id,customer_id,product_id,quantity,price,date
bc87b307-a482-4a0f-b4fe-78be6e3ae94a,4,8b60662c-c2d9-4272-ad74-348c8f9455a4,7944,7,74.69,2025-10-06
ad22cf6d-6cf9-40d5-9548-7aefa53fd1f8,4,27b2a909-6017-4a16-88ac-f7916f8606e2,9359,5,105.74,2025-10-26
883e3683-da3e-4587-a2fa-a8814d80dd23,4,1989c4d1-f154-429a-a9b7-0a3bdd1e2b15,6013,6,100.97,2025-08-24
773aa93c-7912-4739-9e4d-9a5273de1c75,4,d374cdae-ef9d-4a32-bd7f-27ca193bc8bc,3357,4,197.31,2025-09-14
f5c76f92-4cda-4ff0-8728-c70894479f21,4,44266fda-c2f9-461c-b533-09c0fbf0aaa0,7032,3,53.98,2025-09-26
90a70a77-e7b8-4450-92e2-563a30add0b3,4,93196cbc-b333-4e23-8cc8-ca672ec57b7e,3950,1,245.07,2025-10-03
547ccc30-f775-4292-ad61-57f0d2cdcf2e,4,891edd19-a6dc-4b57-998a-c36c540cd862,9146,3,436.18,2025-09-17
1bc7f74b-6587-4475-a003-9ab0a3d431bf,4,a2aa3203-fb80-4a34-b126-a8ddaed11df4,3038,4,406.49,2025-08-23
48140ada-4d86-407d-90cd-0074c81284d1,4,4241485a-c2bb-4d55-b7ff-b642118b0ee0,5277,4,350.67,2025-09-14
07b93f68-90aa-4970-9579-8b9ccb195d66,4,7e074afd-56dd-433d-a122-b98802d4ef1a,7793,2,281.58,2025-10-01
cbc68a6f-a4d3-4de8-bc9b-5d45401792e6,4,44b419c5-ffac-4d40-9a64-d81e71753389,1545,5,238.33,2025-09-03
685bc506-2942-43e6-8d33-5e9dcabbfa55,4,7a69bad0-1ae2-430a-b1e1-7c291bbcfc29,1907,10,37.05,2025-10-27
bfb428ad-faad-4a87-982e-5c1fad0ef1eb,4,8ce200b0-3434-4ac0-b6fa-342d39a52de8,6596,5,162.98,2025-10-29
1ed7d499-4bf3-4192-92df-2442593583af,4,6ddb047f-b283-456c-9970-20a8fde81560,8614,1,75.05,2025-08-16
f7dc043b-0bf1-43b0-b947-15439251b7c5,4,b2210631-534a-4591-b9b2-6ebf10cbdda5,4964,3,332.1,2025-10-06
638230d5-25e8-4ba2-b834-8966efcd91df,4,361e9dc0-ebeb-440a-9bf4-90a827147003,7638,3,437.0,2025-10-17
ee02eae3-d398-483a-94fc-60a815744276,4,f8b5c732-101b-430b-b50c-69288f1267e3,7202,2,447.41,2025-10-11
e3d4831d-f206-4c43-88d6-c5114ad1ad16,4,f6d679b5-ceb6-4765-aae4-2a8ce9bdd8bf,1803,8,391.57,2025-11-08
4079f284-ae90-400a-a9f4-79367a0982a1,4,079dfb71-3706-4b7f-a358-42675c75beb3,9587,10,49.94,2025-10-08
e9254c26-f437-4752-8a1b-72e3c98d105b,4,b101716c-087c-4cec-a54f-157bae7ecf07,2861,6,425.63,2025-10-06
5fdee269-8122-47da-b711-83e64ea737e7,4,12c4f1b0-c44d-4d33-aaeb-af2e34261ee7,1422,9,421.4,2025-10-14
8eb35289-56da-47a9-8a49-8b55435b9398,4,24358d93-45be-42a1-9d99-4a6f4c9bbd8f,5385,3,180.78,2025-10-30
534958ab-58c4-4e12-9d13-5f68319b8612,4,ce25c668-3af4-44c7-b676-65528fea757f,3169,10,452.35,2025-10-31
349d03e9-8a14-414b-b4b3-7f33f048c385,4,01baab70-848e-4193-b254-99118582c848,4943,3,465.49,2025-09-14
a5bf6278-a5a7-42e8-9884-212016ee96ed,4,0ca5d74c-9103-4a94-82da-9c83c782cf26,2009,2,59.44,2025-09-06
212a5bf6-0c13-4e6c-8caa-5320e05fae6c,4,2f953f48-0a03-4597-ba80-f294ddf56d1d,4553,10,65.68,2025-09-23
971f2b0f-25df-424c-905b-0ac0c18d8c0d,4,9abdf295-0f42-42d4-b730-4679405b84b4,5502,10,100.86,2025-09-27
8f471f47-5a0c-43d7-907a-5c5f24173fdc,4,cad255da-b127-4009-9b51-9517883a1869,5419,3,316.23,2025-10-04
f585d3ac-b114-4b5b-b616-5a3b0b8fd48e,4,88b68cd9-2bdc-4337-9b2a-907aac21b8e7,9756,2,129.21,2025-09-22
2a709812-dbfc-40c9-be83-6415ea43dc45,4,31292d7c-4c77-4d07-9bb1-9c2c3171c705,4658,7,173.26,2025-10-04
1a12e199-2660-4347-a8d9-f294e336495b,4,86bd0d6b-5fb9-47fb-b253-832898848b39,2213,2,482.9,2025-09-11
128e0748-8525-4f5b-86f0-2ae5be99609c,4,ce415449-c511-4f73-a098-0886766c4e8f,6978,5,123.73,2025-10-19
6204adb6-a787-4d6a-891e-fa296f54d5bb,4,fc723296-bb36-484e-8586-fecf3cb51306,2792,5,318.64,2025-11-06
2f0b37da-daf9-4beb-9faa-bcf3704b6251,4,35a79a46-34a6-4f66-bff9-511b0ebbede5,9029,3,290.69,2025-10-22
8cc2cf5b-648e-4acc-8f7d-b36669c8a36a,4,303a2522-a2e9-496c-922b-f31585cd1083,8423,2,116.48,2025-09-12
2667e4a1-2058-48ef-9738-8fdb5a1c4c20,4,7f3ccdc0-9af3-40a5-be18-bc08cea08963,2022,1,146.83,2025-10-03
a6d59de5-9af6-4026-8de6-ebf5cb3db777,4,e86d57c7-0af4-4906-a2a9-0f540810044d,9180,8,389.09,2025-09-11
7352b345-375e-4c17-bb76-419b33af3b07,4,3d7e609f-4e23-4f1f-8c25-ee2c2baa7038,9131,3,5.45,2025-10-09
b2449b17-6c7d-44f5-8b1a-a1e8026a0f58,4,5eabd517-2238-464f-abd6-5294e9eb0fec,6305,6,330.35,2025-09-26
82bbfca7-be13-44a1-8c37-e310594c323b,4,4c01a6e1-4e7b-42c9-86b7-9fe1731cc3e2,5119,9,177.15,2025-08-22
f372fbba-29aa-4ddf-a098-a9d824d73e55,4,ccf1c960-2def-41b0-b27f-2923a1616861,4092,4,148.71,2025-09-25
b82352f1-5f15-4e57-983f-17e94e965bea,4,052f2d85-b640-465e-a315-18e4cedec3d9,7059,5,254.12,2025-09-24
baf117c3-6dde-4d7d-a2d2-9b3ce05068de,4,5c56797f-fa89-47ad-be27-40db75ea72c3,8843,8,32.39,2025-09-20
289e58cd-b527-4e7d-8131-37934ea1e8ea,4,ad445644-b93e-42eb-ae54-c7639d4f92f4,9424,10,154.68,2025-11-03
74725c2c-1bc1-419e-8f9b-3b1c90c35465,4,cba1a87a-c01d-4c04-9fef-13f4078e2a53,2768,5,372.05,2025-10-01
e1d393ca-6a53-4da4-ac53-39fedb5c633c,4,8055ed60-8892-4641-9464-2ffcf8001592,5907,4,466.3,2025-10-13
a21b5408-dd7b-447d-998f-977c025a654a,4,d4f65021-3cdf-4d09-9951-33aacbfa7ba6,4922,1,51.19,2025-08-15
fb334973-bcc9-44ab-9177-fed7467106cf,4,b7c28ac8-956a-48aa-a9d0-0a92c0abee81,9949,10,311.9,2025-10-03
7aef1cc3-47c3-49f3-be4e-81c1658feca8,4,6374b099-7a2e-4940-8f6b-92598b411bb3,2749,4,474.66,2025-09-24
73a4d3d0-ac88-4420-9825-7519d25b52d2,4,f30b95d8-8fd8-49c1-987a-769c56314f9c,2616,2,426.01,2025-08-29
315a6dae-15a1-44ec-a440-817b86650b28,4,0c6f8a64-bbfa-4d73-b99d-0b346d40e0b1,6982,8,475.83,2025-10-21
8e6bd9bd-73c3-4d14-beaa-b9e55c993b8d,4,a8317722-f39f-4d28-9811-67fe12a52aa4,4145,7,397.77,2025-10-05
437cf200-902c-468e-9d6d-75a5b5252738,4,0caa55aa-30c3-4665-9806-2047e67c8173,4756,8,249.62,2025-09-12
